,SurveyID,Age,Type,Employed,FullPart,OwnCell,UsedCell,@3OwnHousePhone,@4UseFreq,BQ4a,BQ4aCont,@5UseLength,BQ5a,BQ5aCont,@6aTexting,@6bEmail,@6cInternet,@6dBank,@6eBills,@6fFacebook,@6gPics,@6hGames,@6iBuy,@7PurchOnline,BQ7a,BQ7aCont,@8CellExper,BQ8a,BQ8b,Comfort,BQ9a,Satisfaction,BQ10a,PA1,PA2,PA3,PA4,PA5,PA6,PA7,PBI1,PBI2,PBI3,PBI4,PBIUse,PBIBuy,PGL1,PGL2,PGL3,Comments,VAR00001,Gender,PAnxiety,PBIntent,PAffect,PGL_sum,Income,Education
0,S4,63.5,1,2.0,,1.0,1.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,1.0,1.0,,,1.0,,,,1.0,0.0,0.0,5.0,4.0,3.0,4.0,-1.0,4.0,0.0,5,3,2,3,1,4,3,5,2,4,1,6.3,2.1,6,4,6,,3,1,3.3333333333333335,3.0,2.75,16,1.0,4
1,S5,63.5,1,2.0,,10.0,10.0,1.0,5.0,4.0,12.0,3.0,2.0,0.75,1.0,,,,,,,,,1.0,0.0,0.0,3.0,2.0,1.0,5.0,0.0,3.0,-1.0,4,3,4,2,2,3,2,3,2,4,2,4.9,2.8,4,3,4,,3,0,3.6666666666666665,2.75,2.25,11,2.0,4
2,S8,63.5,1,2.0,,25.0,25.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,1.0,,,,,1.0,,,1.0,0.0,0.0,6.0,5.0,4.0,5.0,0.0,5.0,1.0,2,2,2,3,3,3,3,3,3,3,1,4.2,2.8,5,5,5,,2,1,2.0,2.5,3.0,15,2.0,3
3,S12,63.5,1,2.0,,12.0,12.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,,,,,,1.0,,,1.0,0.0,0.0,4.0,3.0,2.0,5.0,0.0,5.0,1.0,4,1,1,1,1,3,0,4,1,4,1,5.6,1.4,5,5,5,,2,1,2.0,2.5,1.25,15,3.0,3
4,S13,63.5,1,2.0,,10.0,10.0,1.0,5.0,4.0,12.0,3.0,2.0,0.75,,,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,5.0,0.0,3.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4,4,4,,3,1,0.0,0.0,0.0,12,1.0,4
5,S14,63.5,1,1.0,1.0,10.0,10.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,6.0,1.0,6.0,2.0,1,1,0,4,4,4,5,5,3,4,2,6.3,3.5,9,8,8,,3,1,0.6666666666666666,3.5,4.25,25,5.0,4
6,S15,63.5,1,1.0,2.0,1.0,1.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,1.0,,,,1.0,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,5.0,0.0,5.0,1.0,4,2,1,3,3,3,1,4,3,3,3,4.9,4.2,7,7,7,,2,1,2.3333333333333335,3.25,2.5,21,3.0,3
7,S16,63.5,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,4.0,-1.0,5.0,1.0,3,2,2,2,2,3,3,4,3,3,2,4.9,3.5,4,4,4,,3,1,2.3333333333333335,3.0,2.5,12,1.0,4
8,S35,63.5,1,1.0,1.0,10.25,10.25,1.0,7.0,6.0,56.0,5.0,4.0,1.75,1.0,1.0,1.0,,,1.0,1.0,,,1.0,0.0,0.0,6.0,5.0,4.0,8.0,3.0,6.0,2.0,1,1,1,4,4,3,4,4,4,4,4,5.6,5.6,8,8,7,,4,0,1.0,4.0,3.75,23,5.0,5
9,S37,63.5,1,1.0,1.0,8.0,8.0,1.0,5.0,4.0,12.0,7.0,6.0,3.5,1.0,,,,,,,1.0,,1.0,0.0,0.0,6.0,5.0,4.0,5.0,0.0,3.0,-1.0,4,4,4,2,2,4,2,4,2,4,1,5.6,2.1,5,5,4,,4,0,4.0,2.75,2.5,14,5.0,5
10,S43,63.5,1,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,-3.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,,3,1,0.0,0.0,0.0,0,2.0,4
11,S44,63.5,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,,,,,,,1.0,,2.0,1.0,3.0,,,,6.0,1.0,,,2,1,0,0,4,3,3,4,3,4,2,5.6,3.5,7,7,7,,3,0,1.0,3.25,2.5,21,5.0,4
12,S46,63.5,1,2.0,,1.0,1.0,,3.0,2.0,1.0,,,,1.0,,,,,,,,,,,,4.0,3.0,2.0,5.0,0.0,1.0,,1,1,1,1,1,1,1,1,1,1,1,1.4,1.4,0,0,0,,2,1,1.0,1.0,1.0,0,2.0,3
13,S49,63.5,1,1.0,1.0,15.0,15.0,1.0,7.0,6.0,56.0,7.0,6.0,3.5,1.0,,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,8.0,3.0,6.0,2.0,1,1,1,1,5,5,5,5,4,5,1,7.0,3.5,10,10,8,,3,1,1.0,3.75,4.0,28,4.0,4
14,S38,55.0,1,1.0,1.0,20.0,20.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,,1.0,,,,,,,,1.0,0.0,0.0,3.0,2.0,1.0,5.0,0.0,2.0,-2.0,1,2,2,1,1,1,1,4,1,5,1,6.3,1.4,5,1,5,,3,0,1.6666666666666667,2.75,1.0,11,3.0,4
15,W051,55.0,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,6.0,5.0,2.5,1.0,1.0,1.0,,,,1.0,1.0,,5.0,4.0,18.0,6.0,5.0,4.0,7.0,2.0,4.0,0.0,5,2,1,4,4,4,3,7,4,7,5,7.0,4.5,7,7,7,,4,1,2.6666666666666665,5.75,3.75,21,1.0,4
16,W063,55.0,1,2.0,,7.0,7.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,,,,,,1.0,,,1.0,0.0,0.0,3.0,2.0,1.0,5.0,0.0,4.0,0.0,4,3,2,3,3,3,4,4,3,3,3,3.5,3.0,5,5,5,,4,1,3.0,3.25,3.25,15,2.0,4
17,W075,55.0,3,2.0,,12.0,12.0,1.0,6.0,5.0,28.0,2.0,1.0,0.25,1.0,1.0,,,,,1.0,1.0,,1.0,0.0,0.0,4.0,3.0,2.0,6.0,1.0,3.0,-1.0,3,2,3,7,4,4,3,7,7,7,7,7.0,7.0,4,5,4,,1,1,2.6666666666666665,7.0,4.5,13,1.0,2
18,W102,55.0,1,2.0,,20.0,20.0,1.0,6.0,5.0,28.0,2.0,1.0,0.25,1.0,,,1.0,,1.0,1.0,,,2.0,1.0,3.0,4.0,3.0,2.0,7.0,2.0,4.0,0.0,3,2,2,5,5,3,7,7,2,7,4,7.0,3.0,6,4,6,,5,0,2.3333333333333335,5.0,5.0,16,3.0,5
19,W123,55.0,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,,,,,,1.0,1.0,,1.0,0.0,0.0,3.0,2.0,1.0,4.0,-1.0,3.0,-1.0,1,1,1,3,1,1,1,7,1,7,1,7.0,1.0,2,2,2,,3,1,1.0,4.0,1.5,6,1.0,4
20,W124,55.0,4,1.0,1.0,10.0,8.0,1.0,7.0,6.0,56.0,7.0,6.0,3.5,1.0,,,,,,,,,1.0,0.0,0.0,6.0,5.0,4.0,8.0,3.0,6.0,2.0,1,1,1,7,3,3,7,7,2,7,2,7.0,2.0,9,9,9,,4,1,1.0,4.5,5.0,27,1.0,4
21,W129,55.0,1,1.0,2.0,8.0,8.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,1.0,,,,,,,1.0,0.0,0.0,5.0,4.0,3.0,7.0,2.0,5.0,1.0,6,6,6,6,6,4,6,6,4,6,5,6.0,4.5,7,7,7,,2,1,6.0,5.25,5.5,21,5.0,3
22,W140,55.0,1,2.0,,10.0,10.0,1.0,6.0,5.0,28.0,4.0,3.0,1.25,1.0,1.0,1.0,,,,1.0,,1.0,1.0,0.0,0.0,5.0,4.0,3.0,6.0,1.0,6.0,2.0,1,1,1,7,7,7,7,7,7,7,6,7.0,6.5,6,6,6,,3,1,1.0,6.75,7.0,18,2.0,4
23,W143,55.0,1,1.0,2.0,10.0,8.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,,,,,1.0,,,1.0,0.0,0.0,4.0,3.0,2.0,3.0,-2.0,3.0,-1.0,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,2,2,2,,2,1,2.0,2.0,2.0,6,5.0,3
24,W177,55.0,1,2.0,,15.0,15.0,1.0,7.0,6.0,56.0,5.0,4.0,1.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,4.0,3.0,8.0,3.0,6.0,2.0,1,1,1,7,7,7,7,7,7,7,7,7.0,7.0,10,10,10,,4,1,1.0,7.0,7.0,30,1.0,4
25,W217,55.0,1,1.0,1.0,10.0,10.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,1.0,,,,,1.0,,,1.0,0.0,0.0,4.0,3.0,2.0,7.0,2.0,5.0,1.0,5,5,6,6,6,6,5,7,4,6,5,6.5,4.5,8,8,9,,1,0,5.333333333333333,5.5,5.75,25,3.0,2
26,W237,55.0,3,1.0,2.0,20.0,20.0,1.0,7.0,6.0,56.0,7.0,6.0,3.5,,,,,,,1.0,1.0,,1.0,0.0,0.0,5.0,4.0,3.0,3.0,-2.0,4.0,0.0,4,3,1,3,3,5,7,1,3,3,1,2.0,2.0,10,10,8,,4,1,2.6666666666666665,2.0,4.5,28,1.0,1
27,W266,55.0,1,2.0,,10.0,10.0,1.0,2.0,1.0,0.5,2.0,1.0,0.25,,1.0,,,,,,,,2.0,1.0,3.0,6.0,5.0,4.0,2.0,-3.0,2.0,-2.0,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,,2,1,1.0,1.0,1.0,3,2.0,3
28,W310,55.0,4,2.0,,8.0,8.0,1.0,6.0,5.0,28.0,2.0,1.0,0.25,1.0,,,,,,1.0,,,1.0,0.0,0.0,3.0,2.0,1.0,4.0,-1.0,4.0,0.0,4,4,3,3,3,2,1,4,1,2,1,3.0,1.0,2,2,3,,2,1,3.6666666666666665,2.0,2.25,7,5.0,3
29,S20,56.0,1,1.0,2.0,6.0,6.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,,,,,1.0,,,,,1.0,0.0,0.0,5.0,4.0,3.0,5.0,0.0,2.0,-2.0,3,3,3,2,4,4,4,4,3,5,5,6.3,5.6,1,3,6,,2,0,3.0,4.25,3.5,10,5.0,3
30,S24,56.0,1,2.0,1.0,1.0,1.0,,7.0,6.0,56.0,5.0,4.0,1.75,1.0,,,,,,,1.0,,1.0,0.0,0.0,3.0,2.0,1.0,5.3,,,,2,1,2,3,4,3,5,5,3,0,5,3.5,5.6,0,0,0,,3,1,1.6666666666666667,3.25,3.75,0,5.0,4
31,W006,56.0,1,1.0,1.0,20.0,20.0,1.0,7.0,6.0,56.0,7.0,6.0,3.5,1.0,,,,,1.0,1.0,,,1.0,0.0,0.0,6.0,5.0,4.0,6.0,1.0,5.0,1.0,1,1,1,6,5,4,3,7,1,6,1,6.5,1.0,8,8,8,,1,1,1.0,3.75,4.5,24,3.0,2
32,W013,56.0,1,2.0,,8.0,8.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,,,,,1.0,,,1.0,0.0,0.0,4.0,3.0,2.0,5.0,0.0,4.0,0.0,1,1,1,5,4,3,1,5,1,5,2,5.0,1.5,6,5,6,,4,1,1.0,3.25,3.25,17,2.0,4
33,W146,56.0,1,1.0,1.0,10.0,10.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,1.0,1.0,,,,1.0,,,2.0,1.0,3.0,4.0,3.0,2.0,5.0,0.0,4.0,0.0,2,2,7,4,4,3,7,7,7,7,5,7.0,6.0,10,10,5,,2,1,3.6666666666666665,6.5,4.5,25,1.0,3
34,W169,56.0,1,2.0,,25.0,25.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,1.0,1.0,,,,1.0,,,1.0,0.0,0.0,4.0,3.0,2.0,6.0,1.0,4.0,0.0,1,1,1,4,4,4,4,1,1,7,1,4.0,1.0,10,10,10,,3,1,1.0,2.5,4.0,30,5.0,4
35,W220,56.0,1,2.0,,12.0,12.0,1.0,5.0,4.0,12.0,2.0,1.0,0.25,1.0,,1.0,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,5.0,0.0,3.0,-1.0,3,3,2,3,3,3,3,3,1,3,1,3.0,1.0,3,3,3,,2,1,2.6666666666666665,2.0,3.0,9,1.0,3
36,W227,56.0,1,2.0,,11.0,11.0,1.0,7.0,6.0,56.0,7.0,6.0,3.5,1.0,1.0,1.0,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,6.0,1.0,5.0,1.0,1,1,1,6,5,2,6,7,7,7,7,7.0,7.0,6,5,6,,3,1,1.0,7.0,4.75,17,1.0,4
37,W231,56.0,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,7.0,6.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,0.0,6.0,5.0,4.0,4.0,-1.0,4.0,0.0,6,5,1,5,3,5,7,7,3,7,3,7.0,3.0,10,8,10,,4,0,4.0,5.0,5.0,28,1.0,4
38,W255,56.0,1,1.0,1.0,10.0,10.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,5.0,4.0,8.0,3.0,4.0,0.0,1,1,1,7,4,5,1,7,7,7,7,7.0,7.0,10,7,10,,2,1,1.0,7.0,4.25,27,1.0,3
39,W277,56.0,1,2.0,,15.0,15.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,,,,,,,,,,1.0,0.0,0.0,5.0,4.0,3.0,2.0,-3.0,2.0,-2.0,1,1,1,1,1,1,2,1,1,1,1,1.0,1.0,2,2,2,並不是符合實際濟情況的問卷,4,1,1.0,1.0,1.25,6,2.0,4
40,S26,57.0,1,2.0,,13.0,13.0,1.0,7.0,6.0,56.0,1.0,0.0,0.0,1.0,,,,,,,,,1.0,0.0,0.0,5.0,4.0,3.0,4.0,-1.0,4.0,0.0,3,3,4,2,3,1,4,5,3,5,1,7.0,2.8,2,2,7,,4,0,3.3333333333333335,3.5,2.5,11,2.0,5
41,W078,57.0,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,1.0,1.0,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,2.0,-3.0,4.0,0.0,2,2,1,2,3,4,1,7,5,2,2,4.5,3.5,8,3,5,,4,1,1.6666666666666667,4.0,2.5,16,3.0,4
42,W085,57.0,1,2.0,,16.0,16.0,1.0,6.0,5.0,28.0,5.0,4.0,1.75,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,2.0,8.0,5.0,4.0,3.0,5.0,0.0,4.0,0.0,2,2,2,4,4,3,5,5,5,5,5,5.0,5.0,5,5,5,,3,1,2.0,5.0,4.0,15,2.0,4
43,W088,57.0,3,1.0,1.0,3.0,3.0,1.0,5.0,4.0,12.0,5.0,4.0,1.75,1.0,,1.0,,,,1.0,1.0,,1.0,0.0,0.0,5.0,4.0,3.0,5.0,0.0,4.0,0.0,3,3,6,6,6,5,4,6,6,7,6,6.5,6.0,9,9,9,,5,1,4.0,6.25,5.25,27,4.0,5
44,W118,57.0,1,2.0,,5.0,5.0,1.0,7.0,6.0,56.0,5.0,4.0,1.75,1.0,,1.0,,,1.0,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,5.0,0.0,4.0,0.0,4,2,1,7,7,7,7,7,1,6,1,6.5,1.0,6,6,6,,3,1,2.3333333333333335,3.75,7.0,18,5.0,4
45,W131,57.0,1,2.0,,10.0,5.0,1.0,5.0,4.0,12.0,2.0,1.0,0.25,1.0,,,,,,,,,2.0,1.0,3.0,3.0,2.0,1.0,4.0,-1.0,3.0,-1.0,3,1,2,3,3,1,2,7,7,7,7,7.0,7.0,8,8,8,,4,1,2.0,7.0,2.25,24,5.0,4
46,W152,57.0,3,1.0,2.0,15.0,15.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,1.0,1.0,,,,1.0,,1.0,4.0,3.0,13.0,6.0,5.0,4.0,8.0,3.0,6.0,2.0,1,1,1,7,7,7,7,7,7,7,7,7.0,7.0,10,10,10,,5,1,1.0,7.0,7.0,30,5.0,5
47,W243,57.0,2,1.0,2.0,14.0,14.0,1.0,7.0,6.0,56.0,5.0,4.0,1.75,1.0,1.0,1.0,1.0,,,,,,2.0,1.0,3.0,5.0,4.0,3.0,4.0,-1.0,4.0,0.0,2,1,1,3,4,4,3,4,3,4,3,4.0,3.0,5,5,2,,3,0,1.3333333333333333,3.5,3.5,12,5.0,4
48,W269,57.0,2,2.0,,10.0,10.0,1.0,5.0,4.0,12.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,0.0,0.0,5.0,4.0,3.0,7.0,2.0,3.0,-1.0,4,3,3,3,3,5,4,7,4,7,4,7.0,4.0,10,8,10,,4,1,3.3333333333333335,5.5,3.75,28,1.0,4
49,W270,57.0,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,1.0,1.0,,,1.0,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,6.0,1.0,4.0,0.0,5,5,2,5,7,6,6,6,6,7,6,6.5,6.0,7,7,7,,3,1,4.0,6.25,6.0,21,1.0,4
50,S19,58.0,1,1.0,2.0,30.0,30.0,1.0,5.0,4.0,12.0,1.0,0.0,0.0,1.0,1.0,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,5.0,0.0,5.0,1.0,1,1,2,3,3,3,3,3,3,3,3,4.2,4.2,5,5,5,,3,0,1.3333333333333333,3.0,3.0,15,5.0,4
51,S52,58.0,1,1.0,1.0,20.0,20.0,1.0,7.0,6.0,56.0,7.0,6.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,23.0,6.0,5.0,4.0,8.0,3.0,6.0,2.0,1,1,1,5,5,5,5,5,5,5,5,7.0,7.0,8,8,8,,4,0,1.0,5.0,5.0,24,5.0,5
53,W005,58.0,2,1.0,1.0,20.0,20.0,1.0,7.0,6.0,56.0,5.0,4.0,1.75,1.0,1.0,1.0,1.0,,,1.0,,,1.0,0.0,0.0,6.0,5.0,4.0,8.0,3.0,6.0,2.0,1,1,1,6,6,6,6,6,1,6,1,6.0,1.0,10,10,10,,3,0,1.0,3.5,6.0,30,5.0,4
54,W019,58.0,1,2.0,,3.0,3.0,1.0,2.0,1.0,0.5,2.0,1.0,0.25,1.0,,,,,,,,,2.0,1.0,3.0,2.0,1.0,0.0,4.0,-1.0,4.0,0.0,3,3,3,5,4,4,4,4,1,4,1,4.0,1.0,5,5,5,,2,1,3.0,2.5,4.25,15,1.0,3
55,W033,58.0,1,2.0,,6.0,6.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,,,,,,1.0,1.0,,1.0,0.0,0.0,4.0,3.0,2.0,5.0,0.0,5.0,1.0,1,1,1,3,2,3,2,5,4,5,4,5.0,4.0,7,6,7,,3,1,1.0,4.5,2.5,20,2.0,4
56,W038,58.0,1,2.0,,15.0,15.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,,,,,,,1.0,,,1.0,0.0,0.0,4.0,3.0,2.0,4.0,-1.0,4.0,0.0,3,3,2,5,5,5,6,7,5,7,3,7.0,4.0,7,8,8,,4,1,2.6666666666666665,5.5,5.25,23,2.0,4
57,W048,58.0,1,2.0,,10.0,10.0,2.0,7.0,6.0,56.0,7.0,6.0,3.5,1.0,1.0,1.0,,,,1.0,1.0,,1.0,0.0,0.0,6.0,5.0,4.0,8.0,3.0,5.0,1.0,1,1,1,7,1,4,7,7,7,7,7,7.0,7.0,10,10,10,,3,1,1.0,7.0,4.75,30,3.0,4
58,W057,58.0,4,1.0,1.0,18.0,18.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,,,,,,,,1.0,0.0,0.0,6.0,5.0,4.0,5.0,0.0,4.0,0.0,1,1,1,6,4,4,1,7,1,7,1,7.0,1.0,9,9,9,,1,1,1.0,4.0,3.75,27,2.0,2
59,W099,58.0,3,2.0,,15.0,15.0,1.0,7.0,6.0,56.0,4.0,3.0,1.25,1.0,1.0,1.0,,,1.0,1.0,,,1.0,0.0,0.0,6.0,5.0,4.0,6.0,1.0,4.0,0.0,2,2,1,7,7,7,7,7,7,7,2,7.0,4.5,10,7,10,,4,1,1.6666666666666667,5.75,7.0,27,1.0,4
60,W154,58.0,4,1.0,1.0,8.0,8.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,,1.0,,,,,,,,1.0,0.0,0.0,5.0,4.0,3.0,4.0,-1.0,3.0,-1.0,3,2,2,6,5,4,5,5,2,5,2,5.0,2.0,4,4,4,,3,1,2.3333333333333335,3.5,5.0,12,3.0,4
61,W176,58.0,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,1.0,,,,1.0,1.0,,1.0,0.0,0.0,3.0,2.0,1.0,5.0,0.0,2.0,-2.0,3,4,1,3,1,2,4,7,1,4,1,5.5,1.0,6,6,6,,2,1,2.6666666666666665,3.25,2.5,18,3.0,3
62,W216,58.0,1,1.0,1.0,20.0,20.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,,1.0,,,1.0,1.0,,,1.0,0.0,0.0,6.0,5.0,4.0,8.0,3.0,4.0,0.0,1,1,1,7,7,5,7,7,7,7,7,7.0,7.0,10,10,10,,4,1,1.0,7.0,6.5,30,5.0,4
64,W226,58.0,1,1.0,2.0,15.0,15.0,1.0,7.0,6.0,56.0,7.0,6.0,3.5,1.0,,1.0,,,,1.0,,,1.0,0.0,0.0,4.0,3.0,2.0,8.0,3.0,4.0,0.0,1,1,1,7,7,5,7,7,5,7,7,7.0,6.0,8,9,9,,2,1,1.0,6.5,6.5,26,2.0,3
65,W238,58.0,3,1.0,1.0,3.0,3.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,6.0,1.0,6.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,10,10,10,,3,1,1.0,1.0,1.0,30,4.0,4
