,SurveyID,Age,Type,Employed,FullPart,OwnCell,UsedCell,@3OwnHousePhone,@4UseFreq,BQ4a,BQ4aCont,@5UseLength,BQ5a,BQ5aCont,@6aTexting,@6bEmail,@6cInternet,@6dBank,@6eBills,@6fFacebook,@6gPics,@6hGames,@6iBuy,@7PurchOnline,BQ7a,BQ7aCont,@8CellExper,BQ8a,BQ8b,Comfort,BQ9a,Satisfaction,BQ10a,PA1,PA2,PA3,PA4,PA5,PA6,PA7,PBI1,PBI2,PBI3,PBI4,PBIUse,PBIBuy,PGL1,PGL2,PGL3,Comments,VAR00001,Gender,PAnxiety,PBIntent,PAffect,PGL_sum,Income,Education
66,W245,58.0,4,1.0,1.0,15.0,15.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,1.0,1.0,,,,1.0,1.0,,2.0,1.0,3.0,6.0,5.0,4.0,8.0,3.0,4.0,0.0,1,1,1,7,5,7,1,7,4,5,4,6.0,4.0,7,6,4,,3,1,1.0,5.0,5.0,17,4.0,4
67,W256,58.0,1,2.0,,5.0,5.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,,,,,,,,1.0,0.0,0.0,4.0,3.0,2.0,5.0,0.0,3.0,-1.0,3,3,3,3,3,4,2,4,2,3,2,3.5,2.0,6,6,6,,3,1,3.0,2.75,3.0,18,5.0,4
68,W268,58.0,2,1.0,1.0,20.0,20.0,1.0,7.0,6.0,56.0,7.0,6.0,3.5,1.0,1.0,1.0,,,1.0,1.0,,,1.0,0.0,0.0,6.0,5.0,4.0,8.0,3.0,6.0,2.0,1,1,1,7,7,7,7,7,3,7,3,7.0,3.0,10,10,10,,2,0,1.0,5.0,7.0,30,3.0,3
69,W278,58.0,1,2.0,,15.0,15.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,1.0,,,,1.0,,1.0,1.0,0.0,0.0,5.0,4.0,3.0,6.0,1.0,5.0,1.0,2,2,2,5,5,5,4,6,3,6,6,6.0,4.5,7,6,6,,2,1,2.0,5.25,4.75,19,2.0,3
70,W291,58.0,1,1.0,1.0,15.0,15.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,1.0,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,2.0,-3.0,6.0,2.0,7,7,7,7,6,4,1,6,1,6,1,6.0,1.0,9,9,9,,2,1,7.0,3.5,4.5,27,5.0,3
71,W298,58.0,1,2.0,,15.0,15.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,6.0,1.0,4.0,0.0,1,1,1,6,6,6,7,7,1,7,1,7.0,1.0,10,6,6,,4,1,1.0,4.0,6.25,22,5.0,1
72,W300,58.0,1,2.0,,8.0,8.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,,,,,1.0,1.0,,6.0,5.0,23.0,4.0,3.0,2.0,7.0,2.0,5.0,1.0,3,1,2,5,5,4,5,6,2,6,3,6.0,2.5,7,6,7,,4,0,2.0,4.25,4.75,20,1.0,4
73,W307,58.0,1,2.0,,11.0,11.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,1.0,,,,,,,1.0,2.0,1.0,3.0,5.0,4.0,3.0,4.0,-1.0,3.0,-1.0,2,1,1,2,3,3,2,1,1,2,3,1.5,2.0,2,4,2,,3,1,1.3333333333333333,1.75,2.5,8,5.0,4
74,S18,59.0,1,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,5.0,1.0,0,1,1,0,0,3,5,5,2,5,0,7.0,1.4,5,4,6,,3,1,0.6666666666666666,3.0,2.0,15,1.0,4
75,S25,59.0,1,2.0,,15.0,15.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,,,,,,,,,,1.0,0.0,0.0,4.0,3.0,2.0,5.0,0.0,5.0,1.0,1,1,2,2,3,3,2,4,3,4,1,5.6,2.8,6,5,5,,3,0,1.3333333333333333,3.0,2.5,16,5.0,4
76,W045,59.0,1,2.0,,15.0,15.0,1.0,7.0,6.0,56.0,4.0,3.0,1.25,1.0,,,,,1.0,1.0,,,1.0,0.0,0.0,6.0,5.0,4.0,6.0,1.0,4.0,0.0,3,3,2,5,4,2,1,7,1,6,1,6.5,1.0,8,6,6,,2,1,2.6666666666666665,3.75,3.0,20,1.0,3
77,W058,59.0,2,1.0,2.0,20.0,20.0,1.0,7.0,6.0,56.0,4.0,3.0,1.25,1.0,,,,,,1.0,,,1.0,0.0,0.0,6.0,5.0,4.0,4.0,-1.0,4.0,0.0,1,5,3,4,3,2,2,7,1,7,3,7.0,2.0,10,7,10,,2,1,3.0,4.5,2.75,27,2.0,3
78,W092,59.0,4,2.0,,14.0,14.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,,,,,,,,1.0,0.0,0.0,3.0,2.0,1.0,4.0,-1.0,3.0,-1.0,2,2,2,2,2,2,3,3,1,3,1,3.0,1.0,2,2,2,,3,1,2.0,2.0,2.25,6,1.0,4
79,W151,59.0,4,1.0,2.0,8.0,8.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,6.0,1.0,4.0,0.0,1,1,1,5,3,3,6,6,4,6,4,6.0,4.0,6,6,6,,3,1,1.0,5.0,4.25,18,1.0,4
80,W234,59.0,3,1.0,2.0,10.0,11.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,,,,,,,,,1.0,0.0,0.0,5.0,4.0,3.0,3.0,-2.0,3.0,-1.0,1,1,1,6,7,3,5,7,1,6,1,6.5,1.0,7,8,7,,5,1,1.0,3.75,5.25,22,1.0,5
81,W287,59.0,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,6.0,1.0,3.0,-1.0,1,1,1,7,5,5,4,4,6,5,5,4.5,5.5,7,7,7,,2,1,1.0,5.0,5.25,21,1.0,3
82,S27,60.0,1,2.0,,3.5,3.5,,7.0,6.0,56.0,3.0,2.0,0.75,1.0,,,,,,,,,1.0,0.0,0.0,6.0,5.0,4.0,6.0,1.0,5.0,1.0,2,2,2,3,3,3,1,4,3,4,2,5.6,3.5,6,5,6,,2,1,2.0,3.25,2.5,17,1.0,3
83,S32,60.0,1,2.0,,5.0,5.0,1.0,5.0,4.0,12.0,3.0,2.0,0.75,1.0,,,,1.0,,,,,1.0,0.0,0.0,4.0,3.0,2.0,5.0,0.0,2.0,-2.0,2,2,2,1,1,1,1,4,1,4,1,5.6,1.4,6,6,6,,3,1,2.0,2.5,1.0,18,2.0,4
84,S34,60.0,1,1.0,1.0,30.0,30.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,,,,,,,,,,1.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,2.0,-2.0,1,1,1,4,1,1,2,4,2,4,1,5.6,2.1,9,9,9,,3,0,1.0,2.75,2.0,27,2.0,4
85,S41,60.0,1,1.0,1.0,10.0,10.0,1.0,7.0,6.0,56.0,5.0,4.0,1.75,1.0,1.0,1.0,,,1.0,1.0,,,1.0,0.0,0.0,6.0,5.0,4.0,4.0,-1.0,5.0,1.0,2,2,2,2,2,2,1,5,3,3,2,5.6,3.5,5,5,5,,1,1,2.0,3.25,1.75,15,1.0,2
86,S51,60.0,1,2.0,1.0,20.0,20.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,1.0,1.0,,,1.0,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,5.0,0.0,3.0,-1.0,3,3,3,3,3,2,4,5,2,5,2,7.0,2.8,5,5,5,,4,0,3.0,3.5,3.0,15,5.0,5
87,W017,60.0,1,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0,,,,1.0,,1.0,0.0,0.0,3.0,2.0,1.0,3.0,-2.0,2.0,-2.0,4,4,3,1,1,1,2,1,1,1,1,1.0,1.0,3,3,3,,1,1,3.6666666666666665,1.0,1.25,9,1.0,2
88,W023,60.0,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,,,1.0,,,,,1.0,0.0,0.0,4.0,3.0,2.0,8.0,3.0,6.0,2.0,2,2,3,7,3,3,3,7,2,7,2,7.0,2.0,7,10,7,,3,1,2.3333333333333335,4.5,4.0,24,1.0,4
89,W046,60.0,2,1.0,1.0,20.0,20.0,1.0,7.0,6.0,56.0,6.0,5.0,2.5,1.0,1.0,,,,,1.0,,,1.0,0.0,0.0,6.0,5.0,4.0,7.0,2.0,6.0,2.0,1,1,1,6,5,6,4,7,1,6,1,6.5,1.0,10,10,10,,2,0,1.0,3.75,5.25,30,3.0,3
90,W053,60.0,1,2.0,,15.0,15.0,1.0,6.0,5.0,28.0,3.0,2.0,0.75,1.0,,,,,,1.0,1.0,,1.0,0.0,0.0,5.0,4.0,3.0,5.0,0.0,3.0,-1.0,4,4,3,2,5,2,7,7,7,7,7,7.0,7.0,6,5,5,,4,1,3.6666666666666665,7.0,4.0,16,2.0,4
91,W064,60.0,1,2.0,,13.0,13.0,1.0,5.0,4.0,12.0,6.0,5.0,2.5,1.0,,,,,,1.0,,,1.0,0.0,0.0,4.0,3.0,2.0,5.0,0.0,4.0,0.0,4,4,3,4,5,5,5,7,2,6,2,6.5,2.0,6,6,6,,4,1,3.6666666666666665,4.25,4.75,18,1.0,4
92,W065,60.0,4,1.0,1.0,10.0,10.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,1.0,,,,,,,2.0,1.0,3.0,4.0,3.0,2.0,6.0,1.0,5.0,1.0,1,1,1,4,3,4,5,7,7,7,7,7.0,7.0,10,9,8,,1,1,1.0,7.0,4.0,27,1.0,2
93,W087,60.0,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,,1.0,1.0,1.0,1.0,,1.0,,,2.0,1.0,3.0,3.0,2.0,1.0,3.0,-2.0,4.0,0.0,2,3,1,2,3,3,1,3,3,4,4,3.5,3.5,4,5,5,,4,1,2.0,3.5,2.25,14,1.0,4
94,W093,60.0,1,1.0,2.0,12.0,2.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,1.0,1.0,,,,1.0,1.0,,1.0,0.0,0.0,5.0,4.0,3.0,2.0,-3.0,3.0,-1.0,5,1,1,5,5,5,5,5,1,5,1,5.0,1.0,2,3,3,,2,0,2.3333333333333335,3.0,5.0,8,1.0,3
95,W115,60.0,1,2.0,,10.0,10.0,1.0,6.0,5.0,28.0,6.0,5.0,2.5,1.0,,,,,,,,,1.0,0.0,0.0,5.0,4.0,3.0,8.0,3.0,2.0,-2.0,2,3,3,2,3,2,2,7,2,7,2,7.0,2.0,2,2,2,,3,1,2.6666666666666665,4.5,2.25,6,1.0,4
96,W122,60.0,1,2.0,,6.0,6.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,,,,,,,,1.0,0.0,0.0,3.0,2.0,1.0,5.0,0.0,3.0,-1.0,3,3,3,4,3,2,2,3,1,4,1,3.5,1.0,5,5,5,,5,0,3.0,2.25,2.75,15,1.0,5
97,W125,60.0,2,1.0,1.0,10.0,10.0,1.0,7.0,6.0,56.0,7.0,6.0,3.5,,,1.0,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,8.0,3.0,2.0,-2.0,1,1,1,5,4,5,4,5,6,4,6,4.5,6.0,6,6,6,,5,0,1.0,5.25,4.5,18,1.0,5
98,W149,60.0,1,1.0,2.0,20.0,20.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,1.0,1.0,1.0,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,4.0,-1.0,4.0,0.0,3,3,1,3,3,1,3,5,1,4,2,4.5,1.5,5,5,5,,4,1,2.3333333333333335,3.0,2.5,15,5.0,4
99,W162,60.0,1,2.0,,15.0,15.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,1.0,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,6.0,1.0,4.0,0.0,1,4,4,4,4,4,4,4,4,4,4,4.0,4.0,6,6,6,,4,1,3.0,4.0,4.0,18,2.0,4
100,W178,60.0,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,,1.0,,,,1.0,,,2.0,1.0,3.0,5.0,4.0,3.0,8.0,3.0,6.0,2.0,4,4,4,7,7,7,7,7,7,7,7,7.0,7.0,10,9,10,,3,1,4.0,7.0,7.0,29,2.0,4
101,W182,60.0,1,1.0,2.0,10.0,10.0,1.0,7.0,6.0,56.0,7.0,6.0,3.5,1.0,,1.0,,,1.0,1.0,,,1.0,0.0,0.0,4.0,3.0,2.0,8.0,3.0,3.0,-1.0,1,1,1,7,7,2,1,7,2,7,2,7.0,2.0,2,2,2,,5,0,1.0,4.5,4.25,6,5.0,5
102,W188,60.0,1,1.0,2.0,10.0,10.0,1.0,5.0,4.0,12.0,2.0,1.0,0.25,1.0,1.0,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,4.0,-1.0,4.0,0.0,3,3,2,3,3,2,2,3,1,3,2,3.0,1.5,5,5,5,,4,1,2.6666666666666665,2.25,2.5,15,2.0,4
103,W193,60.0,1,2.0,,5.0,5.0,2.0,6.0,5.0,28.0,2.0,1.0,0.25,,,1.0,,,,,,,1.0,0.0,0.0,3.0,2.0,1.0,3.0,-2.0,3.0,-1.0,3,6,2,3,5,5,2,4,3,4,2,4.0,2.5,3,2,5,,1,1,3.6666666666666665,3.25,3.75,10,3.0,2
104,W205,60.0,3,1.0,1.0,13.0,13.0,1.0,7.0,6.0,56.0,5.0,4.0,1.75,1.0,,,,,,1.0,,,1.0,0.0,0.0,6.0,5.0,4.0,2.0,-3.0,2.0,-2.0,1,1,1,1,2,3,1,2,2,2,1,2.0,1.5,5,3,3,,4,1,1.0,1.75,1.75,11,1.0,4
105,W225,60.0,1,2.0,,8.0,8.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,,,,,,1.0,,,6.0,5.0,23.0,4.0,3.0,2.0,3.0,-2.0,3.0,-1.0,2,2,2,2,2,1,2,1,1,2,1,1.5,1.0,2,1,1,,3,1,2.0,1.25,1.75,4,2.0,4
106,W235,60.0,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,,,,,,1.0,,,1.0,0.0,0.0,4.0,3.0,2.0,7.0,2.0,5.0,1.0,1,1,1,7,7,4,7,7,3,7,3,7.0,3.0,8,8,7,,2,1,1.0,5.0,6.25,23,2.0,3
107,W240,60.0,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,,,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,5.0,0.0,4.0,0.0,1,1,1,4,4,4,7,1,1,7,1,4.0,1.0,5,5,5,,4,1,1.0,2.5,4.75,15,1.0,4
108,W246,60.0,2,2.0,,12.0,12.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,,,,,1.0,1.0,,1.0,0.0,0.0,5.0,4.0,3.0,8.0,3.0,4.0,0.0,1,1,1,7,4,7,1,5,4,7,3,6.0,3.5,7,5,6,,2,0,1.0,4.75,4.75,18,2.0,3
109,W259,60.0,1,2.0,,20.0,20.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,6.0,1.0,5.0,1.0,5,2,1,5,4,5,2,4,4,4,4,4.0,4.0,7,7,7,,2,1,2.6666666666666665,4.0,4.0,21,1.0,3
110,W260,60.0,2,1.0,1.0,10.0,10.0,1.0,7.0,6.0,56.0,6.0,5.0,2.5,1.0,1.0,1.0,,,,1.0,,,1.0,0.0,0.0,6.0,5.0,4.0,5.0,0.0,5.0,1.0,2,3,1,7,3,4,4,7,3,7,3,7.0,3.0,7,6,7,,2,1,2.0,5.0,4.5,20,1.0,3
111,W272,60.0,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,4.0,3.0,1.25,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,6.0,5.0,4.0,8.0,3.0,4.0,0.0,1,1,1,7,7,7,7,7,4,7,4,7.0,4.0,9,8,10,,5,1,1.0,5.5,7.0,27,3.0,5
112,W296,60.0,1,2.0,,20.0,20.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,1.0,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,6.0,1.0,4.0,0.0,1,1,1,6,5,4,7,7,7,7,7,7.0,7.0,6,6,5,,4,1,1.0,7.0,5.5,17,1.0,4
113,W301,60.0,1,2.0,,12.0,12.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,,,,,,,1.0,,,1.0,0.0,0.0,6.0,5.0,4.0,5.0,0.0,5.0,1.0,1,1,1,6,6,5,7,7,2,6,1,6.5,1.5,9,9,9,,1,1,1.0,4.0,6.0,27,5.0,2
114,S9,61.0,1,2.0,,12.0,12.0,1.0,5.0,4.0,12.0,3.0,2.0,0.75,1.0,,,,,,,,,1.0,0.0,0.0,4.0,3.0,2.0,5.0,0.0,3.0,-1.0,2,2,2,2,2,4,2,4,3,4,3,5.6,4.2,4,4,4,,3,1,2.0,3.5,2.5,12,5.0,4
115,S10,61.0,1,1.0,2.0,12.0,12.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,,,,,,1.0,1.0,,1.0,0.0,0.0,6.0,5.0,4.0,8.0,3.0,6.0,2.0,1,1,1,4,4,3,3,5,4,4,3,6.3,4.9,8,8,8,,2,1,1.0,4.0,3.5,24,1.0,3
116,S17,61.0,1,1.0,2.0,1.0,1.0,1.0,5.0,4.0,12.0,3.0,2.0,0.75,1.0,1.0,,,,,1.0,,,1.0,0.0,0.0,4.0,3.0,2.0,5.3,,5.0,1.0,4,3,2,1,1,3,4,5,3,5,2,7.0,3.5,5,5,5,,2,0,3.0,3.75,2.25,15,5.0,3
117,W011,61.0,1,1.0,1.0,12.0,12.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,,,1.0,,,,1.0,,,2.0,1.0,3.0,5.0,4.0,3.0,5.0,0.0,5.0,1.0,1,1,1,5,5,5,4,5,6,5,5,5.0,5.5,7,6,7,,3,1,1.0,5.25,4.75,20,1.0,4
118,W020,61.0,4,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,,,,1.0,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,,4,4,3,3,3,3,3,3,3,3,1,3.0,2.0,4,4,4,,2,0,3.6666666666666665,2.5,3.0,12,1.0,3
119,W073,61.0,1,2.0,,8.0,8.0,1.0,7.0,6.0,56.0,7.0,6.0,3.5,1.0,,,,,,1.0,1.0,,1.0,0.0,0.0,4.0,3.0,2.0,7.0,2.0,5.0,1.0,1,1,1,7,5,5,7,7,7,7,6,7.0,6.5,7,7,7,,1,1,1.0,6.75,6.0,21,1.0,2
120,W082,61.0,3,2.0,,15.0,15.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,1.0,,,1.0,,,,1.0,0.0,0.0,4.0,3.0,2.0,4.0,-1.0,4.0,0.0,1,1,1,1,1,2,1,1,2,2,2,1.5,2.0,5,5,5,,3,1,1.0,1.75,1.25,15,1.0,4
121,W113,61.0,1,2.0,,3.0,3.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,,1.0,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,5.0,0.0,4.0,0.0,1,1,1,4,4,4,4,4,4,4,4,4.0,4.0,6,6,6,,3,1,1.0,4.0,4.0,18,1.0,4
122,W138,61.0,1,2.0,,16.0,16.0,2.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,,,,,,,,,1.0,0.0,0.0,5.0,4.0,3.0,6.0,1.0,5.0,1.0,1,1,1,6,4,3,7,7,3,7,2,7.0,2.5,9,6,5,,3,1,1.0,4.75,5.0,20,1.0,4
123,W141,61.0,1,2.0,,5.0,5.0,1.0,7.0,6.0,56.0,4.0,3.0,1.25,1.0,,,,,,1.0,,,1.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,6.0,2.0,1,1,1,7,7,7,4,7,1,7,1,7.0,1.0,10,10,10,,4,1,1.0,4.0,6.25,30,1.0,4
124,W142,61.0,1,2.0,,12.0,12.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,1.0,,,,1.0,1.0,,1.0,0.0,0.0,6.0,5.0,4.0,8.0,3.0,4.0,0.0,4,1,1,4,4,4,5,7,3,7,3,7.0,3.0,6,6,6,,2,1,2.0,5.0,4.25,18,2.0,3
125,W167,61.0,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,,1.0,,,,1.0,,,1.0,0.0,0.0,4.0,3.0,2.0,7.0,2.0,4.0,0.0,1,1,1,7,7,7,1,7,1,7,1,7.0,1.0,5,5,5,,2,1,1.0,4.0,5.5,15,1.0,3
126,W202,61.0,4,1.0,1.0,13.0,13.0,1.0,5.0,4.0,12.0,2.0,1.0,0.25,,,,,,,1.0,,,1.0,0.0,0.0,4.0,3.0,2.0,4.0,-1.0,3.0,-1.0,1,1,2,2,2,2,2,5,1,5,1,5.0,1.0,3,3,2,,4,0,1.3333333333333333,3.0,2.0,8,1.0,4
127,W239,61.0,1,2.0,,15.0,15.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,,,,,,,,,1.0,0.0,0.0,4.0,3.0,2.0,4.0,-1.0,3.0,-1.0,3,3,3,3,2,2,3,3,1,3,1,3.0,1.0,5,3,3,,1,1,3.0,2.0,2.5,11,1.0,2
128,W273,61.0,1,2.0,,20.0,20.0,1.0,5.0,4.0,12.0,2.0,1.0,0.25,1.0,,1.0,,,1.0,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,7.0,2.0,4.0,0.0,1,1,1,3,2,5,1,6,1,3,1,4.5,1.0,6,6,6,,4,1,1.0,2.75,2.75,18,1.0,4
129,W302,61.0,1,1.0,2.0,5.0,5.0,1.0,2.0,1.0,0.5,2.0,1.0,0.25,,,,,,,1.0,1.0,,1.0,0.0,0.0,4.0,3.0,2.0,5.0,0.0,4.0,0.0,4,4,3,4,4,4,3,5,1,4,1,4.5,1.0,6,5,5,,1,1,3.6666666666666665,2.75,3.75,16,5.0,2
130,S48,62.0,1,1.0,1.0,20.0,20.0,1.0,5.0,4.0,12.0,3.0,2.0,0.75,,,,,,,1.0,,,1.0,0.0,0.0,3.0,2.0,1.0,5.0,0.0,2.0,-2.0,1,1,1,1,1,1,1,3,1,3,1,4.2,1.4,3,3,3,,3,1,1.0,2.0,1.0,9,3.0,4
131,W004,62.0,1,2.0,,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,,6,6,6,1,1,1,1,1,1,6,1,3.5,1.0,4,3,2,,2,1,6.0,2.25,1.0,9,1.0,3
132,W014,62.0,4,1.0,1.0,14.0,16.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,,,1.0,,,1.0,1.0,,,2.0,1.0,3.0,5.0,4.0,3.0,6.0,1.0,5.0,1.0,1,1,1,6,6,5,4,6,6,6,5,6.0,5.5,8,8,8,,5,1,1.0,5.75,5.25,24,1.0,5
