,SurveyID,Age,Type,Employed,FullPart,OwnCell,UsedCell,@3OwnHousePhone,@4UseFreq,BQ4a,BQ4aCont,@5UseLength,BQ5a,BQ5aCont,@6aTexting,@6bEmail,@6cInternet,@6dBank,@6eBills,@6fFacebook,@6gPics,@6hGames,@6iBuy,@7PurchOnline,BQ7a,BQ7aCont,@8CellExper,BQ8a,BQ8b,Comfort,BQ9a,Satisfaction,BQ10a,PA1,PA2,PA3,PA4,PA5,PA6,PA7,PBI1,PBI2,PBI3,PBI4,PBIUse,PBIBuy,PGL1,PGL2,PGL3,Comments,VAR00001,Gender,PAnxiety,PBIntent,PAffect,PGL_sum,Income,Education
203,W172,66.0,1,2.0,,10.0,10.0,1.0,6.0,5.0,28.0,5.0,4.0,1.75,,,,1.0,1.0,,,,,2.0,1.0,3.0,4.0,3.0,2.0,6.0,1.0,6.0,2.0,7,5,7,7,7,6,6,6,6,6,7,6.0,6.5,7,8,10,,3,0,6.333333333333333,6.25,6.5,25,1.0,4
204,W233,66.0,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,1.0,,,,,1.0,,,1.0,0.0,0.0,6.0,5.0,4.0,4.0,-1.0,3.0,-1.0,2,2,1,7,4,1,1,1,1,7,1,4.0,1.0,4,4,4,,3,1,1.6666666666666667,2.5,3.25,12,5.0,4
205,W253,66.0,2,2.0,,15.0,15.0,1.0,7.0,6.0,56.0,4.0,3.0,1.25,1.0,1.0,1.0,,,1.0,1.0,,,1.0,0.0,0.0,6.0,5.0,4.0,7.0,2.0,6.0,2.0,1,1,1,7,6,6,1,7,4,7,4,7.0,4.0,10,10,10,,2,1,1.0,5.5,5.0,30,1.0,3
206,W257,66.0,1,2.0,,7.0,7.0,1.0,6.0,5.0,28.0,2.0,1.0,0.25,1.0,,,,,,1.0,,,2.0,1.0,3.0,3.0,2.0,1.0,4.0,-1.0,4.0,0.0,3,3,3,4,3,3,3,3,3,3,3,3.0,3.0,4,4,4,,2,0,3.0,3.0,3.25,12,2.0,3
207,W034,67.0,1,1.0,2.0,6.0,6.0,1.0,7.0,6.0,56.0,7.0,6.0,3.5,,,,,,,1.0,,,1.0,0.0,0.0,4.0,3.0,2.0,5.0,0.0,3.0,-1.0,2,2,4,3,2,2,2,5,2,5,2,5.0,2.0,5,4,3,,4,0,2.6666666666666665,3.5,2.25,12,4.0,4
208,W191,67.0,1,2.0,,15.0,15.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,8.0,3.0,4.0,0.0,1,1,1,1,1,5,7,7,1,7,1,7.0,1.0,10,10,10,,4,1,1.0,4.0,3.5,30,2.0,4
209,W284,67.0,1,2.0,,6.0,6.0,1.0,5.0,4.0,12.0,2.0,1.0,0.25,,,,,,,1.0,,,1.0,0.0,0.0,3.0,2.0,1.0,4.0,-1.0,4.0,0.0,1,1,1,2,3,1,7,7,1,7,2,7.0,1.5,9,9,9,,2,1,1.0,4.25,3.25,27,2.0,3
210,W288,67.0,1,2.0,,12.0,12.0,1.0,3.0,2.0,1.0,2.0,1.0,0.25,,1.0,,,,,,,,1.0,0.0,0.0,5.0,4.0,3.0,3.0,-2.0,3.0,-1.0,1,2,4,2,1,2,1,2,1,2,1,2.0,1.0,5,5,5,,4,1,2.3333333333333335,1.5,1.5,15,5.0,4
211,W295,67.0,1,1.0,2.0,25.0,25.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,,,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,6.0,1.0,4.0,0.0,1,1,1,4,2,5,5,5,3,3,4,4.0,3.5,6,6,4,,4,0,1.0,3.75,4.0,16,1.0,4
212,S11,68.0,1,2.0,,15.0,15.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,5.0,0.0,6.0,2.0,1,1,1,5,5,5,3,4,4,4,1,5.6,3.5,10,8,9,,3,0,1.0,3.25,4.5,27,1.0,4
213,W016,68.0,1,2.0,,10.0,10.0,1.0,5.0,4.0,12.0,2.0,1.0,0.25,1.0,,,,,,,,,1.0,0.0,0.0,3.0,2.0,1.0,6.0,1.0,3.0,-1.0,5,5,3,4,3,3,5,5,1,5,1,5.0,1.0,6,4,4,,3,0,4.333333333333333,3.0,3.75,14,1.0,4
214,W083,68.0,3,2.0,,18.0,18.0,1.0,7.0,6.0,56.0,4.0,3.0,1.25,1.0,,,,,,1.0,,,1.0,0.0,0.0,3.0,2.0,1.0,2.0,-3.0,3.0,-1.0,2,1,2,5,2,7,7,3,1,3,1,3.0,1.0,7,6,6,,3,1,1.6666666666666667,2.0,5.25,19,1.0,4
215,W109,68.0,1,2.0,,20.0,20.0,1.0,6.0,5.0,28.0,2.0,1.0,0.25,1.0,,,,,,1.0,,,1.0,0.0,0.0,1.0,0.0,0.0,4.0,-1.0,3.0,-1.0,3,3,3,2,2,4,2,2,2,2,2,2.0,2.0,4,4,4,,4,1,3.0,2.0,2.5,12,1.0,4
216,W119,68.0,1,2.0,,10.0,8.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,1.0,,,,,,,,1.0,0.0,0.0,5.0,4.0,3.0,8.0,3.0,5.0,1.0,1,1,1,7,7,5,7,7,1,7,1,7.0,1.0,9,9,9,,4,1,1.0,4.0,6.5,27,1.0,4
217,W174,68.0,1,1.0,1.0,12.0,12.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,1.0,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,7.0,2.0,6.0,2.0,4,4,4,7,7,7,7,7,7,7,7,7.0,7.0,8,8,8,,2,1,4.0,7.0,7.0,24,1.0,3
218,W180,68.0,1,1.0,1.0,10.0,10.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,,,,,,,1.0,,,1.0,0.0,0.0,4.0,3.0,2.0,5.0,0.0,5.0,1.0,4,2,2,4,4,5,5,5,1,7,1,6.0,1.0,6,6,6,請設計更安全的手機而非提供更多服務,4,1,2.6666666666666665,3.5,4.5,18,1.0,4
219,W199,68.0,1,2.0,,10.0,10.0,1.0,5.0,4.0,12.0,2.0,1.0,0.25,1.0,,,,,,,,,1.0,0.0,0.0,5.0,4.0,3.0,7.0,2.0,5.0,1.0,2,2,4,4,2,2,4,6,1,6,1,6.0,1.0,5,8,8,,1,1,2.6666666666666665,3.5,3.0,21,1.0,2
220,W212,68.0,3,2.0,,10.0,10.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,1.0,,,1.0,0.0,0.0,1.0,0.0,0.0,2.0,-3.0,2.0,-2.0,7,7,7,7,7,7,7,7,7,7,7,7.0,7.0,1,1,1,,5,1,7.0,7.0,7.0,3,5.0,5
221,S47,69.0,1,,,10.0,10.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,1.0,,,,,1.0,,,1.0,0.0,0.0,4.0,3.0,2.0,6.0,1.0,3.0,-1.0,2,1,2,5,5,4,4,5,5,5,1,7.0,4.2,5,5,5,,3,1,1.6666666666666667,4.0,4.5,15,1.0,4
222,W031,69.0,1,2.0,,12.0,12.0,1.0,6.0,5.0,28.0,2.0,1.0,0.25,1.0,,,,,,,,,2.0,1.0,3.0,5.0,4.0,3.0,7.0,2.0,4.0,0.0,1,1,1,1,1,1,1,1,2,1,1,1.0,1.5,5,6,4,覺得很不方便，聯絡事情,2,1,1.0,1.25,1.0,15,1.0,3
223,W081,69.0,1,1.0,1.0,10.0,10.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,5.0,0.0,4.0,0.0,1,1,1,7,3,3,7,7,3,7,7,7.0,5.0,4,5,4,,2,1,1.0,6.0,5.0,13,1.0,3
224,W126,69.0,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,,,,,,,1.0,,,1.0,0.0,0.0,4.0,3.0,2.0,8.0,3.0,6.0,2.0,1,1,1,7,7,7,7,7,2,7,2,7.0,2.0,10,10,10,,4,1,1.0,4.5,7.0,30,1.0,4
225,W223,69.0,1,2.0,,10.0,10.0,1.0,5.0,4.0,12.0,2.0,1.0,0.25,,1.0,,,,,,,,1.0,0.0,0.0,6.0,5.0,4.0,4.0,-1.0,3.0,-1.0,2,2,2,3,2,2,2,2,1,2,1,2.0,1.0,3,3,3,,2,1,2.0,1.5,2.25,9,1.0,3
226,S29,70.0,1,2.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,,4,4,4,2,2,2,1,1,1,1,1,1.4,1.4,1,1,1,,3,0,4.0,1.0,1.75,3,1.0,4
227,S45,70.0,1,2.0,,30.0,30.0,1.0,5.0,4.0,12.0,3.0,2.0,0.75,1.0,,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,5.0,0.0,5.0,1.0,2,1,1,4,3,1,4,5,2,5,1,7.0,2.1,5,5,5,,2,1,1.3333333333333333,3.25,3.0,15,2.0,3
228,W024,70.0,1,2.0,,15.0,15.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,,,,,,,,1.0,0.0,0.0,2.0,1.0,0.0,7.0,2.0,5.0,1.0,1,1,1,6,1,6,6,7,1,6,1,6.5,1.0,10,10,10,,3,1,1.0,3.75,4.75,30,1.0,4
229,W026,70.0,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,7.0,6.0,3.5,1.0,,,,,1.0,1.0,,,1.0,0.0,0.0,2.0,1.0,0.0,4.0,-1.0,4.0,0.0,1,1,1,6,3,5,7,7,1,7,1,7.0,1.0,8,6,5,,4,1,1.0,4.0,5.25,19,1.0,4
230,W042,70.0,1,2.0,,10.0,10.0,1.0,5.0,4.0,12.0,2.0,1.0,0.25,1.0,,,,,,,,,1.0,0.0,0.0,5.0,4.0,3.0,5.0,0.0,4.0,0.0,2,2,2,4,4,4,4,6,2,6,2,6.0,2.0,7,7,7,,1,0,2.0,4.0,4.0,21,1.0,2
231,W049,70.0,1,2.0,,6.0,6.0,2.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,1.0,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,4.0,-1.0,4.0,0.0,1,1,1,2,2,2,2,2,7,3,3,2.5,5.0,5,5,5,,4,1,1.0,3.75,2.0,15,1.0,4
232,W095,70.0,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,1.0,1.0,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,4.0,-1.0,4.0,0.0,1,4,4,3,7,3,3,3,1,5,1,4.0,1.0,3,3,4,,1,1,3.0,2.5,4.0,10,2.0,2
233,W101,70.0,1,2.0,,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,,6,4,4,2,2,2,1,2,1,2,1,2.0,1.0,4,2,2,,1,0,4.666666666666667,1.5,1.75,8,1.0,2
234,W110,70.0,1,2.0,,10.0,10.0,1.0,6.0,5.0,28.0,3.0,2.0,0.75,,,1.0,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,7.0,2.0,4.0,0.0,1,1,1,6,5,5,5,7,2,7,3,7.0,2.5,9,8,8,,2,0,1.0,4.75,5.25,25,1.0,3
235,W128,70.0,1,2.0,,7.0,7.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,8.0,3.0,3.0,-1.0,1,1,1,4,4,4,1,4,4,7,7,5.5,5.5,8,8,8,,4,1,1.0,5.5,3.25,24,1.0,4
236,W157,70.0,1,2.0,,3.0,3.0,1.0,7.0,6.0,56.0,6.0,5.0,2.5,1.0,1.0,1.0,,,,1.0,1.0,,1.0,0.0,0.0,5.0,4.0,3.0,5.0,0.0,5.0,1.0,1,1,1,5,4,5,4,5,5,5,5,5.0,5.0,5,5,5,,4,1,1.0,5.0,4.5,15,2.0,4
237,W168,70.0,1,2.0,,5.0,1.0,1.0,5.0,4.0,12.0,2.0,1.0,0.25,,,,,,,1.0,1.0,,1.0,0.0,0.0,4.0,3.0,2.0,3.0,-2.0,4.0,0.0,4,4,4,1,1,1,1,7,7,7,7,7.0,7.0,1,4,4,,2,1,4.0,7.0,1.0,9,1.0,3
238,W197,70.0,1,2.0,,5.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,0.25,1.0,,,,,,1.0,1.0,,1.0,0.0,0.0,5.0,4.0,3.0,3.0,-2.0,3.0,-1.0,2,2,2,4,4,4,4,2,2,2,2,2.0,2.0,2,2,2,,2,1,2.0,2.0,4.0,6,1.0,3
239,W198,70.0,1,2.0,,11.0,11.0,1.0,5.0,4.0,12.0,2.0,1.0,0.25,1.0,,,,,,,,,1.0,0.0,0.0,4.0,3.0,2.0,5.0,0.0,4.0,0.0,2,1,1,5,4,2,1,7,2,5,1,6.0,1.5,8,7,7,,1,0,1.3333333333333333,3.75,3.0,22,1.0,2
240,W221,70.0,3,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,,,,,1.0,,,1.0,0.0,0.0,2.0,1.0,0.0,4.0,-1.0,3.0,-1.0,3,3,5,5,4,1,2,7,1,5,1,6.0,1.0,1,3,3,,2,1,3.6666666666666665,3.5,3.0,7,1.0,3
241,W258,70.0,1,2.0,,5.0,5.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,,,,1.0,,,,1.0,0.0,0.0,4.0,3.0,2.0,5.0,0.0,3.0,-1.0,3,3,1,2,2,3,1,7,2,6,2,6.5,2.0,9,8,8,,4,0,2.3333333333333335,4.25,2.0,25,1.0,4
242,W052,71.0,1,2.0,,20.0,20.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,1.0,1.0,,,,,1.0,,1.0,0.0,0.0,5.0,4.0,3.0,4.0,-1.0,3.0,-1.0,2,2,1,2,2,2,2,2,4,2,5,2.0,4.5,3,3,3,,4,0,1.6666666666666667,3.25,2.0,9,1.0,4
243,W229,71.0,1,2.0,,15.0,15.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,,1.0,,,,,1.0,,,1.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,5.0,1.0,1,1,1,6,6,4,6,7,4,7,6,7.0,5.0,6,6,6,,3,1,1.0,6.0,5.5,18,5.0,4
244,S3,72.0,1,1.0,2.0,7.5,7.5,1.0,5.0,4.0,12.0,3.0,2.0,0.75,,,,,,,1.0,1.0,,1.0,0.0,0.0,4.0,3.0,2.0,5.0,0.0,5.0,1.0,1,1,1,4,2,3,1,1,1,5,1,4.2,1.4,5,3,3,,3,1,1.0,2.0,2.5,11,2.0,4
245,W008,72.0,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,5.0,0.0,4.0,0.0,1,1,1,5,4,5,1,7,1,4,1,5.5,1.0,8,6,6,,2,0,1.0,3.25,3.75,20,1.0,3
246,W027,72.0,1,2.0,,16.0,16.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,,,,,,,,1.0,0.0,0.0,3.0,2.0,1.0,5.0,0.0,4.0,0.0,2,1,1,3,4,3,3,3,2,4,2,3.5,2.0,4,3,2,,3,1,1.3333333333333333,2.75,3.25,9,1.0,4
247,W170,72.0,1,2.0,,15.0,15.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,,,,,,,,,,1.0,0.0,0.0,3.0,2.0,1.0,4.0,-1.0,3.0,-1.0,1,1,1,4,4,1,4,1,1,4,1,2.5,1.0,2,4,4,,5,0,1.0,1.75,3.25,10,3.0,5
248,W179,72.0,1,2.0,,10.0,10.0,1.0,6.0,5.0,28.0,2.0,1.0,0.25,1.0,1.0,,,,,1.0,1.0,,1.0,0.0,0.0,4.0,3.0,2.0,4.0,-1.0,3.0,-1.0,1,4,1,1,1,1,1,1,1,1,2,1.0,1.5,3,3,3,,3,1,2.0,1.25,1.0,9,1.0,4
249,W252,72.0,1,2.0,,4.0,4.0,1.0,4.0,3.0,4.0,2.0,1.0,0.25,1.0,1.0,1.0,,,,1.0,1.0,,1.0,0.0,0.0,3.0,2.0,1.0,3.0,-2.0,2.0,-2.0,5,5,5,2,2,4,2,3,6,6,6,4.5,6.0,3,3,5,,4,0,5.0,5.25,2.5,11,1.0,4
250,W263,72.0,1,2.0,,8.0,8.0,1.0,4.0,3.0,4.0,2.0,1.0,0.25,1.0,1.0,,,,,1.0,,,2.0,1.0,3.0,3.0,2.0,1.0,4.0,-1.0,3.0,-1.0,4,4,3,5,5,3,3,3,2,3,2,3.0,2.0,3,3,4,,4,0,3.6666666666666665,2.5,4.0,10,1.0,4
251,W070,73.0,1,2.0,,10.0,10.0,1.0,5.0,4.0,12.0,2.0,1.0,0.25,,,,,,,1.0,,,1.0,0.0,0.0,3.0,2.0,1.0,5.0,0.0,3.0,-1.0,2,1,2,2,4,2,1,2,1,6,2,4.0,1.5,2,5,5,,2,1,1.6666666666666667,2.75,2.25,12,1.0,3
252,W145,73.0,1,2.0,,5.0,5.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,,,,,1.0,1.0,,1.0,0.0,0.0,5.0,4.0,3.0,3.0,-2.0,3.0,-1.0,3,3,3,4,4,3,4,4,2,3,1,3.5,1.5,2,2,2,,1,1,3.0,2.5,3.75,6,1.0,2
253,W261,73.0,1,2.0,,5.0,5.0,1.0,5.0,4.0,12.0,2.0,1.0,0.25,,1.0,1.0,,,,,,,2.0,1.0,3.0,2.0,1.0,0.0,6.0,1.0,4.0,0.0,5,3,3,5,5,3,2,4,2,3,3,3.5,2.5,3,3,3,,4,0,3.6666666666666665,3.0,3.75,9,1.0,4
254,S2,74.0,1,2.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,2.0,1.0,0.0,5.0,0.0,1.0,,5,5,5,1,1,1,1,1,1,1,1,1.4,1.4,1,1,1,,1,1,5.0,1.0,1.0,3,1.0,2
255,W120,74.0,1,2.0,,4.0,5.0,1.0,5.0,4.0,12.0,2.0,1.0,0.25,,1.0,,,,,1.0,1.0,,1.0,0.0,0.0,3.0,2.0,1.0,3.0,-2.0,3.0,-1.0,1,1,1,4,4,4,2,4,1,1,1,2.5,1.0,3,3,3,只會接話打電話,2,1,1.0,1.75,3.5,9,1.0,3
256,W215,74.0,1,1.0,2.0,10.0,10.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,,,,,,,1.0,,,1.0,0.0,0.0,4.0,3.0,2.0,8.0,3.0,4.0,0.0,1,1,1,3,1,6,3,7,3,7,6,7.0,4.5,6,6,6,,4,0,1.0,5.75,3.25,18,2.0,4
257,W251,74.0,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,5.0,4.0,1.75,1.0,,1.0,,,,,,,1.0,0.0,0.0,5.0,4.0,3.0,5.0,0.0,4.0,0.0,3,5,2,6,6,4,3,5,4,6,6,5.5,5.0,6,5,4,,4,0,3.3333333333333335,5.25,4.75,15,2.0,4
258,W262,74.0,1,2.0,,10.0,10.0,1.0,5.0,4.0,12.0,2.0,1.0,0.25,,,,,,,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,8.0,3.0,6.0,2.0,1,1,5,4,4,3,4,7,1,5,1,6.0,1.0,5,5,5,,2,0,2.3333333333333335,3.5,3.75,15,1.0,3
259,S42,75.0,1,2.0,,6.0,6.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,,,,,,1.0,,,1.0,0.0,0.0,4.0,3.0,2.0,5.0,0.0,5.0,1.0,3,1,2,5,5,3,4,5,5,5,3,7.0,5.6,5,5,5,,3,0,2.0,4.5,4.25,15,5.0,4
260,S50,75.0,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,5.0,4.0,1.75,1.0,,1.0,,,,1.0,,,1.0,0.0,0.0,6.0,5.0,4.0,5.0,0.0,6.0,2.0,1,1,1,1,5,5,5,5,1,5,1,7.0,1.4,10,10,10,,3,1,1.0,3.0,4.0,30,1.0,4
261,W294,75.0,1,1.0,1.0,1.0,1.0,2.0,7.0,6.0,56.0,2.0,1.0,0.25,,1.0,,,,,,,,3.0,2.0,8.0,5.0,4.0,3.0,4.0,-1.0,3.0,-1.0,2,1,2,4,3,1,2,2,1,2,1,2.0,1.0,2,3,3,,4,1,1.6666666666666667,1.5,2.5,8,1.0,4
262,W029,76.0,1,2.0,,12.0,12.0,1.0,4.0,3.0,4.0,2.0,1.0,0.25,1.0,,,,,,,,,1.0,0.0,0.0,3.0,2.0,1.0,8.0,3.0,1.0,,2,1,1,2,3,2,3,2,1,1,2,1.5,1.5,2,2,2,,2,1,1.3333333333333333,1.5,2.5,6,1.0,3
263,W047,76.0,1,2.0,,30.0,30.0,1.0,5.0,4.0,12.0,2.0,1.0,0.25,,,,,,,1.0,,,6.0,5.0,23.0,4.0,3.0,2.0,6.0,1.0,5.0,1.0,1,1,1,7,4,7,4,7,1,7,1,7.0,1.0,5,3,8,,1,1,1.0,4.0,5.5,16,3.0,2
264,W209,76.0,1,2.0,,10.0,10.0,1.0,7.0,6.0,56.0,2.0,1.0,0.25,1.0,,,,,,1.0,1.0,,2.0,1.0,3.0,3.0,2.0,1.0,7.0,2.0,4.0,0.0,5,5,5,5,5,5,6,5,5,7,1,6.0,3.0,9,8,10,,1,1,5.0,4.5,5.25,27,5.0,2
265,W265,76.0,1,2.0,,3.0,3.0,1.0,7.0,6.0,56.0,3.0,2.0,0.75,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,3.0,2.0,8.0,6.0,5.0,4.0,7.0,2.0,5.0,1.0,1,1,1,6,6,5,7,7,7,7,7,7.0,7.0,9,9,9,,3,1,1.0,7.0,6.0,27,2.0,4
266,W275,78.0,1,2.0,,8.0,8.0,1.0,6.0,5.0,28.0,3.0,2.0,0.75,,,,,,,,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,3.0,-2.0,2.0,-2.0,2,2,2,1,1,1,1,1,1,1,1,1.0,1.0,9,9,9,,3,1,2.0,1.0,1.0,27,1.0,4
267,S1,79.0,1,2.0,,5.0,5.0,,3.0,2.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,4.0,0.0,3,3,3,1,1,1,1,4,1,1,1,3.5,1.4,3,3,3,,1,0,3.0,1.75,1.0,9,1.0,2
268,W028,80.0,1,2.0,,8.0,8.0,1.0,5.0,4.0,12.0,3.0,2.0,0.75,,1.0,,,,,,,,1.0,0.0,0.0,3.0,2.0,1.0,4.0,-1.0,2.0,-2.0,1,1,1,2,1,1,1,2,1,3,1,2.5,1.0,2,2,2,沒有學習時間大家較忙碌,2,1,1.0,1.75,1.25,6,2.0,3
269,W276,85.0,1,2.0,,2.0,2.0,1.0,6.0,5.0,28.0,2.0,1.0,0.25,,,,,,,1.0,,,4.0,3.0,13.0,3.0,2.0,1.0,6.0,1.0,4.0,0.0,3,3,5,5,5,5,3,3,3,6,5,4.5,4.0,5,5,5,,5,0,3.6666666666666665,4.25,4.5,15,1.0,5
270,S33,90.0,1,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,,1,1,1,1,3,1,2,2,1,3,1,3.5,1.4,0,1,0,,2,1,1.0,1.75,1.75,1,1.0,3
271,W281,90.0,1,2.0,,5.0,5.0,1.0,6.0,5.0,28.0,2.0,1.0,0.25,,1.0,,,,1.0,1.0,,,1.0,0.0,0.0,5.0,4.0,3.0,8.0,3.0,6.0,2.0,1,1,1,7,7,5,5,7,5,7,5,7.0,5.0,10,9,9,,2,0,1.0,6.0,6.0,28,1.0,3
